name,first_name,last_name,price,above_100
Jason Harris,Jason,Harris,151.4305855,True
Danielle Hill,Danielle,Hill,179.8454001,True
Seth Freeman,Seth,Freeman,224.5526336,True
Joseph Davis,Joseph,Davis,97.09676869,False
Sonya Reyes,Sonya,Reyes,209.9855308,True
Michael Castro,Michael,Castro,243.1786308,True
Jonathan Collins,Jonathan,Collins,101.4620676,True
Eric Hayes,Eric,Hayes,279.9732949,True
Eric Moore,Eric,Moore,77.4205876,False
Veronica Estes,Veronica,Estes,270.8232516,True
Timothy Aguilar,Timothy,Aguilar,133.1135532,True
Taylor Hunt,Taylor,Hunt,138.2042127,True
Michael Clarke,Michael,Clarke,128.9532357,True
Cheryl Morse,Cheryl,Morse,275.7612746,True
Jose Page,Jose,Page,184.058919,True
Matthew Kramer,Matthew,Kramer,265.3917788,True
Regina Barrera,Regina,Barrera,185.2134145,True
Sean George,Sean,George,53.76304189,False
Cody Hernandez,Cody,Hernandez,180.9265991,True
Hunter Smith,Hunter,Smith,175.2181525,True
Andrea Burke,Andrea,Burke,256.3026305,True
Elizabeth Patterson,Elizabeth,Patterson,290.1129725,True
Austin Rhodes,Austin,Rhodes,158.1182472,True
Maurice Thompson,Maurice,Thompson,224.1265422,True
Richard Martinez,Richard,Martinez,86.96423972,False
Brian Hernandez,Brian,Hernandez,42.67025555,False
Samantha Shields,Samantha,Shields,149.8952175,True
Joseph Walker,Joseph,Walker,282.0494042,True
Tracy Hernandez,Tracy,Hernandez,215.0596081,True
Vicki Fox,Vicki,Fox,41.51250582,False
Louis Campos,Louis,Campos,277.9062585,True
Justin Scott,Justin,Scott,208.0660064,True
Megan Vaughn,Megan,Vaughn,289.9564106,True
Mary Hughes,Mary,Hughes,15.21373926,False
Anita Fleming,Anita,Fleming,58.24742383,False
Alyssa Melendez,Alyssa,Melendez,273.6593194,True
Joshua Foster DDS,Joshua,Foster DDS,253.4093833,True
Lisa Smith,Lisa,Smith,203.9611381,True
Kathy Lee,Kathy,Lee,265.446304,True
Bethany Park,Bethany,Park,233.6891667,True
Joshua Butler,Joshua,Butler,239.8213879,True
Danielle Potter,Danielle,Potter,204.5385362,True
Kenneth Robinson,Kenneth,Robinson,152.7840745,True
Eric Pineda,Eric,Pineda,111.0479315,True
James Dorsey,James,Dorsey,68.90463624,False
Michael Miller,Michael,Miller,129.6049475,True
Danielle Martinez,Danielle,Martinez,45.94938674,False
Gary Young,Gary,Young,212.2982372,True
Lisa Decker,Lisa,Decker,275.7158848,True
Kayla Randolph,Kayla,Randolph,232.8220215,True
Peggy Thompson,Peggy,Thompson,124.4664752,True
Alex Cooper,Alex,Cooper,170.205336,True
Joanne Wilson,Joanne,Wilson,229.6136723,True
Maria Adams,Maria,Adams,141.7128665,True
Julie Horton,Julie,Horton,276.5816247,True
Jeffrey Galvan,Jeffrey,Galvan,210.5061915,True
Christopher Johnson,Christopher,Johnson,268.63027,True
Jennifer Arias,Jennifer,Arias,59.59468056,False
Jocelyn Bell,Jocelyn,Bell,84.95454821,False
Eric Brown,Eric,Brown,133.4007225,True
Devon Wright,Devon,Wright,29.21576875,False
Rodney Robles,Rodney,Robles,158.9838923,True
Kara Austin,Kara,Austin,271.4672561,True
Jeffrey Tanner,Jeffrey,Tanner,203.7433126,True
Shaun Nunez,Shaun,Nunez,153.1987664,True
Daniel Mccall,Daniel,Mccall,143.271503,True
Frank Owen,Frank,Owen,233.2015374,True
Beth Johnson,Beth,Johnson,128.7923576,True
Joshua Clark,Joshua,Clark,190.9113668,True
Gary Jones,Gary,Jones,52.3166247,False
Nancy Brown,Nancy,Brown,115.9584052,True
Megan Roach,Megan,Roach,18.68239346,False
Lucas Ross,Lucas,Ross,221.1269463,True
Jerry Tucker,Jerry,Tucker,29.95199198,False
Timothy Robles,Timothy,Robles,76.08225475,False
Christopher Goodwin,Christopher,Goodwin,78.12233209,False
Philip Wilson,Philip,Wilson,22.8431316,False
Carrie Davis,Carrie,Davis,295.0481315,True
Michael Daniel,Michael,Daniel,229.951577,True
Bryan Valenzuela,Bryan,Valenzuela,236.1493796,True
Robin Garner,Robin,Garner,79.14737521,False
Angel Thompson,Angel,Thompson,284.7302014,True
Christopher Morgan,Christopher,Morgan,216.0131402,True
Brittany Walker,Brittany,Walker,163.1107737,True
Shelby Mann,Shelby,Mann,110.9021852,True
Jodi Wells,Jodi,Wells,44.01734436,False
Terri Gibson,Terri,Gibson,92.36081224,False
Vanessa Hernandez,Vanessa,Hernandez,105.2534499,True
Maria Russell,Maria,Russell,114.1452708,True
Stacy Moses,Stacy,Moses,126.6504703,True
Amanda Schneider,Amanda,Schneider,288.471694,True
Catherine Lopez,Catherine,Lopez,182.0171244,True
Amanda White,Amanda,White,12.31889758,False
Karina Spencer,Karina,Spencer,128.1490023,True
Deborah Warren,Deborah,Warren,139.7675022,True
Erica Dixon,Erica,Dixon,168.6031566,True
Barbara Gray,Barbara,Gray,140.7466665,True
Deanna Watson,Deanna,Watson,264.5411986,True
Michael Cox,Michael,Cox,136.7864833,True
Amy Myers,Amy,Myers,92.16016851,False
Patrick Hunter,Patrick,Hunter,170.4134515,True
Marvin Murphy,Marvin,Murphy,212.4152504,True
Janice Graves,Janice,Graves,223.7037682,True
Brooke Pierce,Brooke,Pierce,171.9383085,True
Adam Wells,Adam,Wells,280.2602417,True
Amanda Atkins,Amanda,Atkins,283.4268495,True
Gary Ruiz,Gary,Ruiz,132.504823,True
Tina Wallace,Tina,Wallace,72.91326395,False
Casey Oconnell,Casey,Oconnell,16.79606077,False
Nancy Mendoza,Nancy,Mendoza,281.3890295,True
Luis Nguyen,Luis,Nguyen,34.19827441,False
William Graves,William,Graves,111.5016422,True
Sean Brennan,Sean,Brennan,269.2286668,True
Matthew Sellers,Matthew,Sellers,53.50349547,False
Dorothy Bradley,Dorothy,Bradley,199.459603,True
Haley Flores,Haley,Flores,252.2914062,True
Melissa Johnson,Melissa,Johnson,32.70467677,False
Samuel Tran,Samuel,Tran,199.8864146,True
Amanda Patterson,Amanda,Patterson,49.03325819,False
Albert Roach,Albert,Roach,183.3743011,True
Jamie Huffman,Jamie,Huffman,36.83993962,False
James Hamilton,James,Hamilton,265.6302103,True
Joseph Bird,Joseph,Bird,18.06044758,False
Sarah Contreras,Sarah,Contreras,141.4141417,True
Joshua House,Joshua,House,65.77031576,False
Tamara Molina,Tamara,Molina,255.2535664,True
Max Maxwell,Max,Maxwell,240.0443014,True
Jason Daniels,Jason,Daniels,269.6365982,True
Jordan Coleman,Jordan,Coleman,250.0974184,True
Jasmine Jones,Jasmine,Jones,33.93281405,False
Jessica Garcia,Jessica,Garcia,231.8803086,True
Aaron George,Aaron,George,138.812708,True
Chelsey Anderson,Chelsey,Anderson,41.35053236,False
Rebecca Perez,Rebecca,Perez,146.2313884,True
Duane Thompson,Duane,Thompson,75.06433497,False
Curtis Clayton,Curtis,Clayton,138.0563371,True
George Gonzalez,George,Gonzalez,221.5737986,True
Casey Ford,Casey,Ford,94.18806784,False
Margaret Johnston,Margaret,Johnston,61.24599434,False
Eric Mcclure,Eric,Mcclure,238.8775355,True
Nathan Taylor,Nathan,Taylor,4.820334075,False
Kayla Parker,Kayla,Parker,222.3600766,True
Doris Obrien,Doris,Obrien,206.9493221,True
Brooke Taylor,Brooke,Taylor,34.74615015,False
Kathryn Garrett,Kathryn,Garrett,266.1885038,True
John Cruz,John,Cruz,205.1406652,True
Christina Cannon,Christina,Cannon,98.5941474,False
Susan Lewis,Susan,Lewis,269.3323662,True
Pamela Sanchez,Pamela,Sanchez,193.7780783,True
Stacey Wiley DDS,Stacey,Wiley DDS,200.3904296,True
Melissa Johnson DDS,Melissa,Johnson DDS,201.4509484,True
Lori Morris,Lori,Morris,38.0476094,False
Daniel Soto,Daniel,Soto,225.1621402,True
Karl Davis,Karl,Davis,92.08925112,False
Lisa Graves,Lisa,Graves,122.8564118,True
Eric Ray,Eric,Ray,178.344085,True
Mark Garcia,Mark,Garcia,229.2470277,True
Allison Alvarez,Allison,Alvarez,275.3024614,True
Rachel Williams,Rachel,Williams,44.81715456,False
Linda Mitchell,Linda,Mitchell,47.44468727,False
David Shelton,David,Shelton,158.7084813,True
Vanessa Long,Vanessa,Long,121.744973,True
Misty Martin,Misty,Martin,176.9310069,True
Daniel Gregory,Daniel,Gregory,132.8910493,True
Mitchell Jones,Mitchell,Jones,253.9716803,True
Dawn Scott,Dawn,Scott,246.036131,True
Emily Horn,Emily,Horn,287.4666523,True
Catherine George,Catherine,George,14.61491995,False
Hunter Carlson,Hunter,Carlson,218.0977601,True
Thomas Baldwin,Thomas,Baldwin,275.4145594,True
Amy Sellers,Amy,Sellers,91.87350268,False
Alicia Clark,Alicia,Clark,241.5859155,True
Sara Lewis,Sara,Lewis,158.863849,True
Ashley Lopez,Ashley,Lopez,77.89293291,False
Terry Alvarado,Terry,Alvarado,161.9498178,True
Danielle Sandoval,Danielle,Sandoval,83.13645641,False
Jesse Jones,Jesse,Jones,214.8029616,True
Lisa Hess,Lisa,Hess,133.2037916,True
Christina Mason,Christina,Mason,284.4863867,True
Mary Bell,Mary,Bell,32.08889594,False
Martin Ramirez,Martin,Ramirez,1.10921244,False
Stacy Smith,Stacy,Smith,161.8260635,True
Carla Rodriguez,Carla,Rodriguez,113.1454481,True
Johnny Stout,Johnny,Stout,134.002236,True
Jennifer Rodriguez,Jennifer,Rodriguez,256.0154481,True
Michelle Thompson,Michelle,Thompson,196.6754605,True
Lisa Lyons,Lisa,Lyons,148.9559785,True
Michael Coleman,Michael,Coleman,262.2090763,True
Lindsey Williams,Lindsey,Williams,99.95620763,False
Karen Hoffman,Karen,Hoffman,186.1046153,True
Jenny Jones,Jenny,Jones,189.5577104,True
Steven Knight,Steven,Knight,282.995761,True
Michael Franklin,Michael,Franklin,116.8742571,True
Mason Ross DDS,Mason,Ross DDS,235.5549236,True
Terry Levine,Terry,Levine,151.5220714,True
Catherine Fletcher,Catherine,Fletcher,36.59268024,False
Deanna Jones,Deanna,Jones,196.9406069,True
Christopher Mitchell,Christopher,Mitchell,22.42047146,False
John Owens,John,Owens,191.4434257,True
Stephanie Davis,Stephanie,Davis,287.1991494,True
Joseph Ford,Joseph,Ford,264.9354841,True
Matthew Russell,Matthew,Russell,141.2492947,True
Danielle Burke,Danielle,Burke,75.90363417,False
Stephanie Cunningham,Stephanie,Cunningham,220.9939809,True
Brian Proctor,Brian,Proctor,263.6358197,True
Michael Swanson,Michael,Swanson,291.5713603,True
Daniel Santos,Daniel,Santos,49.26348169,False
April Hoffman,April,Hoffman,203.4855796,True
Stephanie Thomas,Stephanie,Thomas,249.666722,True
Brianna Garcia,Brianna,Garcia,183.3322335,True
Shannon Berger,Shannon,Berger,125.2597844,True
Kathleen Mays,Kathleen,Mays,238.1656066,True
Michelle Park,Michelle,Park,150.4001203,True
Laura Reynolds,Laura,Reynolds,20.08924577,False
Ashley Kaiser,Ashley,Kaiser,218.399504,True
Reginald Owens,Reginald,Owens,46.55328685,False
Michael Conway,Michael,Conway,84.09316114,False
Sheila Pham,Sheila,Pham,5.713231688,False
Christie Smith,Christie,Smith,70.21735457,False
Allison Carroll,Allison,Carroll,27.65684629,False
Donna Perez,Donna,Perez,187.3279401,True
Sierra Richmond,Sierra,Richmond,299.4492042,True
Steven Wallace,Steven,Wallace,173.0025685,True
Jeremy Thompson,Jeremy,Thompson,106.6102612,True
Jennifer Mccormick,Jennifer,Mccormick,142.7564741,True
Eric Garcia,Eric,Garcia,27.56450393,False
Matthew Beasley,Matthew,Beasley,248.9927372,True
Jason Robinson,Jason,Robinson,249.4550365,True
Vicki Espinoza,Vicki,Espinoza,285.9638855,True
Steven Snyder,Steven,Snyder,182.0351514,True
Michelle Randolph,Michelle,Randolph,70.72106315,False
Michelle Francis,Michelle,Francis,10.01541777,False
Steven Baker,Steven,Baker,293.7505039,True
Zachary Johnson,Zachary,Johnson,36.97003142,False
Marc Velasquez,Marc,Velasquez,174.3901749,True
John Carr,John,Carr,50.11746076,False
Kimberly Castillo,Kimberly,Castillo,243.873678,True
Jay Lopez,Jay,Lopez,286.8001088,True
Amanda Bridges,Amanda,Bridges,81.85722081,False
Jessica Swanson,Jessica,Swanson,60.96199005,False
Jose Gonzalez,Jose,Gonzalez,77.84428182,False
Teresa Wright DVM,Teresa,Wright DVM,67.20289619,False
Michael Gutierrez,Michael,Gutierrez,185.8465011,True
Hannah Marshall,Hannah,Marshall,251.8797929,True
Janice Davis,Janice,Davis,290.3767318,True
Jessica Crawford,Jessica,Crawford,254.2161442,True
Brian Bean,Brian,Bean,293.1768543,True
Edward Perez,Edward,Perez,217.694778,True
Adam Miller,Adam,Miller,49.28081579,False
Veronica Gray,Veronica,Gray,140.9945255,True
Linda Turner,Linda,Turner,238.5612942,True
Debra Roberts,Debra,Roberts,69.38949206,False
David Sampson,David,Sampson,77.05304682,False
Sarah Cochran,Sarah,Cochran,138.6132102,True
Regina Holland,Regina,Holland,151.2011694,True
Mario Ortiz,Mario,Ortiz,27.08442817,False
Maria Gonzalez,Maria,Gonzalez,164.6440389,True
Albert Perez,Albert,Perez,163.1980752,True
Daisy Mccarthy,Daisy,Mccarthy,87.96439172,False
Anna Leonard,Anna,Leonard,75.54719134,False
Catherine Mosley,Catherine,Mosley,188.3490593,True
April Miranda,April,Miranda,82.64651651,False
Michael Walker,Michael,Walker,288.9294858,True
Abigail Lam,Abigail,Lam,255.3722151,True
Alan Graham,Alan,Graham,92.78682106,False
Jennifer Diaz,Jennifer,Diaz,77.85479921,False
Sean Rogers,Sean,Rogers,186.3926468,True
Anthony Jackson,Anthony,Jackson,200.012596,True
William Taylor,William,Taylor,117.9694277,True
Richard Robinson,Richard,Robinson,200.9108703,True
Nicholas Barnes,Nicholas,Barnes,219.4003858,True
Brittany Austin,Brittany,Austin,233.7352503,True
Robin Schmidt,Robin,Schmidt,96.69826813,False
Kendra Monroe,Kendra,Monroe,226.0007767,True
Nancy Grant,Nancy,Grant,23.79829866,False
Nicole Grant,Nicole,Grant,155.9845125,True
Courtney Thompson,Courtney,Thompson,52.85276041,False
Jeanette Washington,Jeanette,Washington,291.525558,True
James Yates,James,Yates,224.8736142,True
Justin Knox MD,Justin,Knox MD,115.9751733,True
Melissa Thompson,Melissa,Thompson,200.8616238,True
Steven Lee,Steven,Lee,140.357855,True
Allison Fisher,Allison,Fisher,231.493857,True
Mark Phillips,Mark,Phillips,197.2517291,True
Elijah Harrison,Elijah,Harrison,151.5804694,True
Paul Farley,Paul,Farley,9.419976358,False
Jennifer Cole,Jennifer,Cole,47.39545601,False
Michael Tucker,Michael,Tucker,146.7478801,True
David Steele,David,Steele,276.1640965,True
Monica Hodges,Monica,Hodges,203.3130423,True
Scott Wallace,Scott,Wallace,23.24585982,False
Antonio Paul DDS,Antonio,Paul DDS,93.39602908,False
Melissa Wright,Melissa,Wright,68.62696415,False
Stephanie Price,Stephanie,Price,27.22765203,False
Denise Kennedy,Denise,Kennedy,233.4665428,True
Melissa Walsh,Melissa,Walsh,177.8587959,True
Leslie Spence,Leslie,Spence,156.2011959,True
Rachel Walker,Rachel,Walker,144.4395327,True
Donald Horn,Donald,Horn,13.06347134,False
Christopher Rojas,Christopher,Rojas,94.08806986,False
Robert Crawford,Robert,Crawford,216.6530778,True
Larry Brown,Larry,Brown,174.1807324,True
Becky Swanson,Becky,Swanson,245.854615,True
Gary Howard,Gary,Howard,25.93975342,False
Christopher Marks,Christopher,Marks,111.8467919,True
Bonnie Alexander,Bonnie,Alexander,136.6295853,True
Brandon Stevens,Brandon,Stevens,77.20691708,False
Lori Guerra,Lori,Guerra,99.72772588,False
Michele Alvarado,Michele,Alvarado,243.9872024,True
Christine Lee,Christine,Lee,8.809339101,False
Jamie Fry,Jamie,Fry,159.7067216,True
Christopher Perez,Christopher,Perez,102.943584,True
Matthew Carter,Matthew,Carter,194.2873257,True
Jason Hunter,Jason,Hunter,78.76406316,False
Tyler Henry,Tyler,Henry,186.9624462,True
Tiffany Harris,Tiffany,Harris,17.69659156,False
Matthew Young MD,Matthew,Young MD,39.12254966,False
Juan Brewer,Juan,Brewer,152.9624792,True
Mark Riggs,Mark,Riggs,44.1758436,False
Brittany Stewart,Brittany,Stewart,273.5307309,True
Terry Davis,Terry,Davis,271.779368,True
Jessica Oneill,Jessica,Oneill,157.5131207,True
Kimberly Ortiz,Kimberly,Ortiz,55.25093947,False
Zoe Walls,Zoe,Walls,248.8666069,True
Sara Wallace,Sara,Wallace,155.8794176,True
Nicole Jenkins,Nicole,Jenkins,291.5121227,True
Austin Kelly,Austin,Kelly,85.87572125,False
Sarah Knox,Sarah,Knox,169.1586193,True
Alison Carroll,Alison,Carroll,115.3401313,True
Robert Buchanan,Robert,Buchanan,163.3260388,True
Penny Wilson,Penny,Wilson,178.7969799,True
Leslie Perez,Leslie,Perez,77.95375736,False
Brittney Marquez,Brittney,Marquez,149.1772445,True
Andrew Bird,Andrew,Bird,265.9158101,True
Maria Hughes,Maria,Hughes,12.57040265,False
Clayton Williams,Clayton,Williams,31.850547,False
Mary Pittman,Mary,Pittman,92.02540242,False
James Garner,James,Garner,81.96609867,False
Randy Middleton,Randy,Middleton,117.0928987,True
Alexis Gardner,Alexis,Gardner,83.35923458,False
Laurie Garner,Laurie,Garner,145.0603215,True
Danny Bush,Danny,Bush,111.9976845,True
Joseph Smith,Joseph,Smith,291.0800293,True
Edgar Armstrong,Edgar,Armstrong,185.9187088,True
Samantha Scott,Samantha,Scott,97.8742131,False
Troy Coleman,Troy,Coleman,74.57492247,False
Brian Young,Brian,Young,130.9974595,True
Timothy Perez,Timothy,Perez,113.6574668,True
Sierra Nguyen,Sierra,Nguyen,110.8481766,True
Cynthia Murphy,Cynthia,Murphy,296.0078137,True
Julie Diaz,Julie,Diaz,269.4894015,True
Andrew Silva,Andrew,Silva,46.15639765,False
Gary Costa,Gary,Costa,287.0365933,True
Jasmine Berg,Jasmine,Berg,127.1426355,True
Glenda Brown,Glenda,Brown,85.60391824,False
Jonathan Boone,Jonathan,Boone,172.4624408,True
Cynthia Jimenez,Cynthia,Jimenez,51.80996198,False
Cynthia Morgan,Cynthia,Morgan,283.3294115,True
Dwayne Browning,Dwayne,Browning,14.24525264,False
Brittany Lewis,Brittany,Lewis,150.9075783,True
Zachary Johnson,Zachary,Johnson,139.6464165,True
Kayla Wilson,Kayla,Wilson,48.84395071,False
Andrew Doyle,Andrew,Doyle,245.0864465,True
Jennifer Parks,Jennifer,Parks,12.79843948,False
Daniel Phelps MD,Daniel,Phelps MD,176.735085,True
Lindsey Quinn,Lindsey,Quinn,57.57356582,False
Brian Walker,Brian,Walker,34.96349578,False
Bradley Curry,Bradley,Curry,104.0291615,True
Roy Cohen,Roy,Cohen,148.4924569,True
David Black,David,Black,148.4850266,True
Julie Gonzales,Julie,Gonzales,275.8513843,True
Paula Williams,Paula,Williams,190.6605351,True
James Clark,James,Clark,117.5715047,True
Christopher Robinson,Christopher,Robinson,14.26584056,False
William Carr,William,Carr,85.40738917,False
Todd Dunlap,Todd,Dunlap,38.32006005,False
Kimberly Morales,Kimberly,Morales,206.4438618,True
Jesse Welch DDS,Jesse,Welch DDS,267.5034898,True
Laura Leblanc,Laura,Leblanc,205.9617908,True
Susan Parker,Susan,Parker,7.389760853,False
Laurie Harris,Laurie,Harris,229.6976024,True
Natalie Lawrence,Natalie,Lawrence,86.76833663,False
Kara Hanson,Kara,Hanson,275.4377145,True
Joseph Walker,Joseph,Walker,135.4741342,True
Gregory Davis,Gregory,Davis,155.6667394,True
Paul Erickson,Paul,Erickson,192.4996457,True
Preston Holmes,Preston,Holmes,36.86205402,False
Joy Buck,Joy,Buck,40.94451902,False
Brian Sherman,Brian,Sherman,279.4530254,True
Brandon Davis,Brandon,Davis,17.82461557,False
Patricia Hamilton,Patricia,Hamilton,63.2328385,False
Shawn Garcia,Shawn,Garcia,227.491116,True
William Stone,William,Stone,48.99103482,False
Brian Cunningham,Brian,Cunningham,294.7646142,True
Shawn Norman,Shawn,Norman,113.8520429,True
Evan Ibarra,Evan,Ibarra,32.32820193,False
Logan Porter,Logan,Porter,157.574472,True
Kerry Gibson,Kerry,Gibson,216.9486908,True
Christine Parsons,Christine,Parsons,232.117075,True
Erica Chung,Erica,Chung,204.1409177,True
Alan Collins,Alan,Collins,29.58632408,False
John Robinson,John,Robinson,60.37353075,False
Monique Santos,Monique,Santos,82.08256587,False
Nicole Mason,Nicole,Mason,190.2387349,True
Michael Knight,Michael,Knight,238.7576833,True
John Bishop,John,Bishop,18.29168554,False
Christopher Odom,Christopher,Odom,282.9931871,True
Michael Walker,Michael,Walker,149.8428493,True
Crystal Wall,Crystal,Wall,187.5868027,True
Christian Ramirez,Christian,Ramirez,258.4106206,True
Kevin Rowland,Kevin,Rowland,185.6410425,True
Candice Mcintosh,Candice,Mcintosh,266.2706673,True
Leslie Hoffman,Leslie,Hoffman,282.0595113,True
James Johnson,James,Johnson,263.3739193,True
Jennifer Shepherd,Jennifer,Shepherd,183.9723914,True
Susan Tucker,Susan,Tucker,187.4994162,True
Michele Harvey,Michele,Harvey,271.0984188,True
Teresa Collins,Teresa,Collins,186.971541,True
Jonathan Leblanc,Jonathan,Leblanc,128.2066648,True
Stephanie Morgan,Stephanie,Morgan,209.8417398,True
Michael Duran,Michael,Duran,67.48301306,False
