name,first_name,last_name,price,above_100
Richard Wright,Richard,Wright,208.3596969,True
Michael Brown,Michael,Brown,278.5230886,True
Nathan Yu,Nathan,Yu,134.1895098,True
Cameron Ford,Cameron,Ford,248.8921382,True
Carla Hayes,Carla,Hayes,265.3745759,True
Marissa Matthews,Marissa,Matthews,136.0925777,True
Samuel Thompson,Samuel,Thompson,237.1592416,True
Gary Figueroa,Gary,Figueroa,168.9447684,True
Michael West,Michael,West,146.8886849,True
Martin Walton,Martin,Walton,140.3400576,True
Zachary Lee,Zachary,Lee,8.667301583,False
Christopher Stephenson,Christopher,Stephenson,67.01185633,False
Eric Ortiz,Eric,Ortiz,117.7242458,True
Kara Pittman,Kara,Pittman,56.23964364,False
Andrew Cowan,Andrew,Cowan,295.9391812,True
Rhonda Moss DDS,Rhonda,Moss DDS,259.0397505,True
Sarah Williams,Sarah,Williams,92.82627714,False
Carolyn Collins,Carolyn,Collins,236.2472888,True
Larry Mooney,Larry,Mooney,135.2701794,True
Laura Livingston,Laura,Livingston,294.2580699,True
Candace Mckenzie,Candace,Mckenzie,84.58145758,False
Candace Wallace,Candace,Wallace,124.7464543,True
Jason White,Jason,White,218.4318041,True
Patricia Reynolds,Patricia,Reynolds,89.01176826,False
Michael Ellison,Michael,Ellison,244.4717106,True
Melissa Robles,Melissa,Robles,238.4560967,True
Heidi Fry,Heidi,Fry,109.6264717,True
James Smith,James,Smith,163.9573856,True
Charles Ruiz,Charles,Ruiz,48.45811847,False
Stephanie Green DDS,Stephanie,Green DDS,9.144974191,False
Stacey Garcia,Stacey,Garcia,106.6192039,True
Glenda Burke,Glenda,Burke,206.3635063,True
Zachary Alvarez,Zachary,Alvarez,104.052369,True
Rachel Shaw,Rachel,Shaw,2.448211506,False
Carmen Beard,Carmen,Beard,269.623685,True
Tony Daniels,Tony,Daniels,186.9035775,True
Randy Mora,Randy,Mora,70.74105982,False
George Aguirre,George,Aguirre,128.9497508,True
James Miller,James,Miller,297.0405639,True
Jacqueline Williams,Jacqueline,Williams,17.30622156,False
April Taylor,April,Taylor,121.2898903,True
Robert Johnson,Robert,Johnson,131.6237779,True
Gary White,Gary,White,280.9706506,True
Kim Lowe,Kim,Lowe,192.7758756,True
Samantha Jones,Samantha,Jones,136.3415564,True
Randy Lozano,Randy,Lozano,16.30104965,False
Arthur Chavez,Arthur,Chavez,6.903795238,False
Melissa Miller,Melissa,Miller,162.6066945,True
Leslie Mccormick,Leslie,Mccormick,282.5021066,True
Carlos Rubio,Carlos,Rubio,63.21802404,False
David York,David,York,86.53219266,False
Gabriella Anthony,Gabriella,Anthony,7.638645405,False
Olivia Poole,Olivia,Poole,117.854172,True
Wayne Wilson,Wayne,Wilson,74.67047228,False
Elizabeth Moore,Elizabeth,Moore,267.3988136,True
Janice Campbell,Janice,Campbell,33.4533981,False
Julie Johnson,Julie,Johnson,63.64156782,False
Misty Cantrell,Misty,Cantrell,189.0392091,True
Robert Soto,Robert,Soto,109.0138357,True
Brenda Cowan,Brenda,Cowan,60.84957659,False
Kelly Guerrero,Kelly,Guerrero,259.5112157,True
David Nichols,David,Nichols,19.48524858,False
Kayla Taylor,Kayla,Taylor,186.2356283,True
Antonio Garcia,Antonio,Garcia,125.4772126,True
Tyler Cisneros,Tyler,Cisneros,186.5898295,True
Jillian Crawford,Jillian,Crawford,158.8172773,True
Karl Pierce,Karl,Pierce,132.7746811,True
Joann Taylor,Joann,Taylor,276.9621962,True
Jennifer Jenkins,Jennifer,Jenkins,59.12858208,False
Nancy Brown,Nancy,Brown,78.87073418,False
Emma Munoz,Emma,Munoz,120.8428757,True
Shawn Galloway,Shawn,Galloway,141.0298622,True
Melissa Mcguire,Melissa,Mcguire,213.0821204,True
Bryan Chavez,Bryan,Chavez,125.396156,True
Fernando Salazar,Fernando,Salazar,256.1537305,True
Megan Moore,Megan,Moore,251.3477985,True
Robert Williams,Robert,Williams,175.209725,True
Dennis Sanford,Dennis,Sanford,29.45043264,False
Kimberly Herrera,Kimberly,Herrera,154.8076505,True
Gloria Potts,Gloria,Potts,289.1049353,True
Suzanne Barnett,Suzanne,Barnett,8.470995351,False
Leah Myers,Leah,Myers,44.5579739,False
Kylie Thomas,Kylie,Thomas,13.45341602,False
Amanda Murphy,Amanda,Murphy,50.55321552,False
Christopher Matthews,Christopher,Matthews,282.3634971,True
Nicole Parks,Nicole,Parks,52.28399767,False
Bobby Martin,Bobby,Martin,205.4899695,True
Kevin Chambers,Kevin,Chambers,121.1711016,True
Kimberly Lawson,Kimberly,Lawson,250.2880742,True
Rachel Lopez,Rachel,Lopez,101.8881123,True
Christopher Clay,Christopher,Clay,219.3845088,True
Daniel Martin,Daniel,Martin,0.30019336,False
William Taylor,William,Taylor,66.55747014,False
Steven Johnson,Steven,Johnson,111.293282,True
Daniel Miller,Daniel,Miller,80.57756789,False
Taylor Bryant,Taylor,Bryant,187.6315408,True
Lauren Jones,Lauren,Jones,194.7926312,True
Lindsey Robertson,Lindsey,Robertson,22.73764686,False
Allison Thomas,Allison,Thomas,168.3334975,True
Vernon Bishop,Vernon,Bishop,216.1870446,True
Susan Parsons,Susan,Parsons,132.918526,True
Brady Snyder,Brady,Snyder,210.3960863,True
Brent Mcgrath,Brent,Mcgrath,174.6983567,True
Peter Smith,Peter,Smith,278.6080181,True
Deborah Fox,Deborah,Fox,248.1228234,True
Heather Collins,Heather,Collins,147.4274074,True
Phillip Meyers,Phillip,Meyers,102.7977472,True
Nicholas Hubbard,Nicholas,Hubbard,275.4008364,True
Misty Ramirez,Misty,Ramirez,62.31681444,False
Scott Johnson,Scott,Johnson,85.87388958,False
Jay Nixon,Jay,Nixon,253.4674787,True
Tony Hall,Tony,Hall,61.19716522,False
Taylor Smith,Taylor,Smith,41.49264584,False
Mark Reynolds,Mark,Reynolds,70.49794436,False
Marilyn Christensen,Marilyn,Christensen,155.4854533,True
Denise Atkins,Denise,Atkins,185.451601,True
Melissa Gonzales,Melissa,Gonzales,228.0025997,True
Henry Hoffman,Henry,Hoffman,229.6628876,True
Daisy Davenport,Daisy,Davenport,59.52753518,False
Christopher Paul,Christopher,Paul,122.7131699,True
Kevin Craig,Kevin,Craig,148.2010516,True
Natalie Coleman,Natalie,Coleman,122.1440452,True
Jeremy Strickland,Jeremy,Strickland,130.8435662,True
Gary Bonilla,Gary,Bonilla,162.6152534,True
Amanda Richards,Amanda,Richards,236.5957164,True
Heidi Perez,Heidi,Perez,245.1757228,True
Robert Johnson,Robert,Johnson,174.6922346,True
Gary Mills,Gary,Mills,183.8363212,True
Chelsea Caldwell,Chelsea,Caldwell,16.12083718,False
John Frye,John,Frye,223.2774175,True
Michael Strong,Michael,Strong,220.4122322,True
Christopher Delgado,Christopher,Delgado,85.78279752,False
Whitney Wallace,Whitney,Wallace,253.4556183,True
Rebecca Martinez,Rebecca,Martinez,59.68320226,False
Marissa Mccoy,Marissa,Mccoy,116.9634653,True
Ricky Kerr,Ricky,Kerr,38.99584409,False
Anna Campbell,Anna,Campbell,249.9213404,True
Marie Walters,Marie,Walters,73.38808729,False
Robert Martin,Robert,Martin,38.22288302,False
Marc Davis,Marc,Davis,162.2802619,True
James Dixon,James,Dixon,159.3794328,True
Vicki Ramirez,Vicki,Ramirez,186.1602427,True
Krista Campbell,Krista,Campbell,161.2338436,True
Lauren Patterson,Lauren,Patterson,170.2123273,True
Megan Clark,Megan,Clark,290.2581556,True
Judy Zimmerman,Judy,Zimmerman,219.5888255,True
Joseph Williams MD,Joseph,Williams MD,210.7841859,True
Lori Acevedo,Lori,Acevedo,210.6602899,True
William Taylor,William,Taylor,275.6331763,True
Dawn Snyder,Dawn,Snyder,248.9840417,True
Jennifer Simmons,Jennifer,Simmons,80.68353707,False
Alyssa Nunez,Alyssa,Nunez,163.8009002,True
Robert Black,Robert,Black,63.92800482,False
Julia Young,Julia,Young,239.2396683,True
Melinda Barnes,Melinda,Barnes,227.2506352,True
Brett Armstrong,Brett,Armstrong,154.1341836,True
Erik Stevenson,Erik,Stevenson,246.0040722,True
Daniel George,Daniel,George,34.80089308,False
Lindsey Jones,Lindsey,Jones,197.7020395,True
Virginia Lopez,Virginia,Lopez,227.4255915,True
Andrew Brown,Andrew,Brown,92.88318049,False
Donna Lowery,Donna,Lowery,264.8326094,True
Alexis Andrade,Alexis,Andrade,6.313985183,False
Alyssa Pierce,Alyssa,Pierce,47.74032516,False
Tara Johnson,Tara,Johnson,38.26768696,False
Michael Brady,Michael,Brady,162.0594322,True
James Rhodes,James,Rhodes,51.92414009,False
Pamela Scott,Pamela,Scott,42.43333392,False
Martin Ward,Martin,Ward,170.9498248,True
Kristina Hernandez,Kristina,Hernandez,107.6915718,True
Robert Bush,Robert,Bush,87.18004191,False
Rebecca Larson,Rebecca,Larson,214.3895725,True
Brittany Watson,Brittany,Watson,190.520018,True
Ryan Ramirez,Ryan,Ramirez,249.7287913,True
Edward Burns,Edward,Burns,87.64996993,False
John Prince,John,Prince,31.73842034,False
Ashley Boyer,Ashley,Boyer,107.6625992,True
James Dean,James,Dean,61.6954542,False
Natalie Gordon,Natalie,Gordon,268.2800094,True
Ryan Smith,Ryan,Smith,136.207813,True
Stephen Thompson,Stephen,Thompson,54.29639714,False
William Delgado,William,Delgado,96.25442517,False
Brian Johnson,Brian,Johnson,124.929208,True
James Patel,James,Patel,216.6056429,True
Allen Rogers,Allen,Rogers,145.4342467,True
Aimee Reyes,Aimee,Reyes,277.6656815,True
Susan Williams,Susan,Williams,255.2153532,True
Edward Griffin,Edward,Griffin,108.6205222,True
Debra Baker,Debra,Baker,296.5003089,True
Yvette Kramer,Yvette,Kramer,279.9371174,True
Alyssa Williams DVM,Alyssa,Williams DVM,270.8972241,True
John Cunningham,John,Cunningham,173.0242833,True
Dana Gilbert,Dana,Gilbert,86.51917139,False
Stephen Henry,Stephen,Henry,146.1515578,True
Bradley James,Bradley,James,137.9824935,True
Melinda Peters,Melinda,Peters,16.83003044,False
Robert Goodman,Robert,Goodman,213.5423984,True
Leslie Moore,Leslie,Moore,195.9630799,True
Sarah Gray,Sarah,Gray,270.7947288,True
Amy Haynes,Amy,Haynes,258.5062773,True
Gary Dean,Gary,Dean,184.425152,True
Jonathan Duran,Jonathan,Duran,224.5361417,True
Elizabeth Ruiz,Elizabeth,Ruiz,124.6694495,True
Caitlin Lewis,Caitlin,Lewis,196.3598959,True
Micheal Blackburn,Micheal,Blackburn,10.44317525,False
Sheryl Mccarthy,Sheryl,Mccarthy,159.9519731,True
Lisa Smith,Lisa,Smith,150.9122679,True
Jared Juarez,Jared,Juarez,247.5606457,True
Brett Castro,Brett,Castro,217.3328585,True
Jessica Murray,Jessica,Murray,175.3022184,True
Austin Coffey,Austin,Coffey,16.25913962,False
Shelly Jacobs,Shelly,Jacobs,3.856762052,False
Elizabeth Logan,Elizabeth,Logan,298.7423281,True
Cody Anderson,Cody,Anderson,128.0814967,True
Kayla Wood,Kayla,Wood,256.052876,True
Paul Singh DDS,Paul,Singh DDS,157.9636169,True
James Mays,James,Mays,245.2433072,True
Thomas Moore,Thomas,Moore,244.5914982,True
Linda Pacheco,Linda,Pacheco,299.604007,True
Jenny Clark,Jenny,Clark,66.32311808,False
Patrick Guzman,Patrick,Guzman,223.4965981,True
Scott Peters,Scott,Peters,229.487331,True
John Stevenson,John,Stevenson,23.09927229,False
Kristina Brooks,Kristina,Brooks,154.6805826,True
Nancy Aguilar,Nancy,Aguilar,63.38787527,False
Robert Brown,Robert,Brown,132.7329536,True
Jessica Williams,Jessica,Williams,255.9581577,True
David Brown,David,Brown,290.5944806,True
Dorothy Munoz,Dorothy,Munoz,242.56454,True
Jason Lawson,Jason,Lawson,76.09246622,False
James Hall,James,Hall,167.9698314,True
Patricia Carpenter,Patricia,Carpenter,46.08147123,False
Jeff Cardenas,Jeff,Cardenas,64.36052627,False
Michelle Johnson,Michelle,Johnson,19.18945036,False
Frank Madden,Frank,Madden,17.34021424,False
George Tanner,George,Tanner,291.4292653,True
Dylan Johnson,Dylan,Johnson,40.65328581,False
Pamela King,Pamela,King,282.4817647,True
Jesse Frazier,Jesse,Frazier,95.66568525,False
Edward Russell,Edward,Russell,103.2235913,True
Diana Mcdonald,Diana,Mcdonald,183.096436,True
Randy Dawson,Randy,Dawson,192.1441514,True
Jasmine Williams,Jasmine,Williams,286.1692336,True
Robert Smith,Robert,Smith,124.219007,True
Sara Young,Sara,Young,183.9944858,True
Samantha Gonzalez,Samantha,Gonzalez,205.5899257,True
Christina Torres,Christina,Torres,286.2681619,True
Maria Bailey,Maria,Bailey,141.9076294,True
Charles Bartlett,Charles,Bartlett,94.22658657,False
Natalie Parker,Natalie,Parker,238.0161589,True
Paula Hernandez DDS,Paula,Hernandez DDS,48.88381678,False
Jessica Jenkins,Jessica,Jenkins,14.94777896,False
Drew Henson,Drew,Henson,223.0761309,True
Michael Davis,Michael,Davis,17.98090899,False
Ian Ramos,Ian,Ramos,23.68465648,False
Anna Wright,Anna,Wright,235.5824596,True
Ashley Anderson,Ashley,Anderson,74.40865878,False
Jennifer Wright,Jennifer,Wright,298.1278773,True
Nicole Lopez,Nicole,Lopez,67.72888616,False
Tara Ellis,Tara,Ellis,21.92761435,False
Hannah Elliott,Hannah,Elliott,42.35003061,False
Gavin Rodriguez,Gavin,Rodriguez,116.3664242,True
Johnny Jackson,Johnny,Jackson,291.5968901,True
Martin Garrett,Martin,Garrett,147.0670556,True
Terri Hayes,Terri,Hayes,167.3609673,True
Adam Huang,Adam,Huang,260.8409357,True
Carolyn Garner,Carolyn,Garner,104.4106535,True
Lisa Lee,Lisa,Lee,130.2202511,True
Rodney Escobar,Rodney,Escobar,8.711600244,False
Michael Johnson,Michael,Johnson,144.5450063,True
Michelle Carter DVM,Michelle,Carter DVM,55.94822858,False
John Dunn,John,Dunn,81.5436983,False
Terry Pierce,Terry,Pierce,297.8661824,True
David Buck,David,Buck,258.7910904,True
Jennifer Newman,Jennifer,Newman,149.3096363,True
Cynthia Lee,Cynthia,Lee,246.5934196,True
Sylvia Clark,Sylvia,Clark,299.5252351,True
Joseph Taylor,Joseph,Taylor,86.08285036,False
Kathleen Barton,Kathleen,Barton,37.4218087,False
Michael Harris,Michael,Harris,52.86340979,False
Eric Benson,Eric,Benson,172.1967218,True
Curtis Butler,Curtis,Butler,44.51322087,False
Brittany Le,Brittany,Le,51.04878875,False
Jeremiah Sims,Jeremiah,Sims,101.161794,True
David Davis,David,Davis,290.4227547,True
Tiffany Bond,Tiffany,Bond,181.4895479,True
Patricia Chen,Patricia,Chen,61.60059465,False
William Crawford,William,Crawford,181.7603749,True
Christina Roberts,Christina,Roberts,29.28680092,False
Jerome Scott,Jerome,Scott,232.1441336,True
Jeffery Walker,Jeffery,Walker,272.0840276,True
Todd Alvarez,Todd,Alvarez,212.1733632,True
John Henry,John,Henry,223.9911858,True
James Miles,James,Miles,156.3675778,True
Michael Downs,Michael,Downs,31.19720611,False
Kayla Wheeler,Kayla,Wheeler,6.095911005,False
Charles Martin,Charles,Martin,161.2752287,True
Harold Bennett,Harold,Bennett,135.042355,True
Michael Swanson,Michael,Swanson,200.3923528,True
Janet Mcdonald,Janet,Mcdonald,79.80353707,False
Brett Willis,Brett,Willis,244.4064115,True
Jacob Smith,Jacob,Smith,27.92322882,False
Alexa Webb,Alexa,Webb,167.5688585,True
Louis Klein,Louis,Klein,40.12200004,False
Tony Yu,Tony,Yu,15.74238645,False
Lisa Goodman,Lisa,Goodman,121.0784096,True
Kimberly Hernandez,Kimberly,Hernandez,36.97352302,False
Phillip Friedman,Phillip,Friedman,145.8418308,True
Brian Lam,Brian,Lam,2.900394487,False
Kristin Wilkins,Kristin,Wilkins,251.8510287,True
Joshua Lynch,Joshua,Lynch,188.878111,True
Blake Mclaughlin,Blake,Mclaughlin,276.6512157,True
Billy Olsen,Billy,Olsen,10.00480704,False
Shawn Brock,Shawn,Brock,179.6158086,True
Danielle Jones,Danielle,Jones,222.6952076,True
Jim Gomez,Jim,Gomez,60.12919733,False
Sabrina Henderson,Sabrina,Henderson,178.7453853,True
David Pennington,David,Pennington,245.3184012,True
Deborah Williams,Deborah,Williams,137.015971,True
Stephanie Bowman,Stephanie,Bowman,227.0047204,True
Joseph Frazier,Joseph,Frazier,176.4533023,True
Ryan Mclaughlin,Ryan,Mclaughlin,249.864376,True
Tony Hall,Tony,Hall,135.8550959,True
Timothy Martin,Timothy,Martin,289.2653637,True
John Obrien,John,Obrien,261.8481216,True
Barbara Johnson,Barbara,Johnson,53.80589508,False
Brandon Marshall,Brandon,Marshall,139.8477827,True
Carrie Miller,Carrie,Miller,11.55550873,False
Samantha Dean,Samantha,Dean,261.6193407,True
Jamie Wilson,Jamie,Wilson,87.74932378,False
Carlos Acosta,Carlos,Acosta,236.6035296,True
Amy Bennett,Amy,Bennett,228.7494578,True
Dominique Wells,Dominique,Wells,116.6435954,True
Sarah Bright,Sarah,Bright,237.5160783,True
Michael Barton,Michael,Barton,111.5883392,True
Rebecca Anderson,Rebecca,Anderson,172.3062642,True
Megan Riggs,Megan,Riggs,31.41542458,False
Whitney Andrews,Whitney,Andrews,44.1176993,False
Catherine Jones,Catherine,Jones,127.0135122,True
William Andrews,William,Andrews,236.2180763,True
Kathleen Edwards,Kathleen,Edwards,158.3239538,True
Roger Frost,Roger,Frost,220.4688874,True
Justin Johnson,Justin,Johnson,255.8491608,True
Valerie Young,Valerie,Young,265.1702577,True
Samantha Perez,Samantha,Perez,239.9469797,True
Devin Allen,Devin,Allen,72.15833791,False
Stephanie Little,Stephanie,Little,238.9238728,True
Melanie Miller,Melanie,Miller,27.5070475,False
Erica Beck,Erica,Beck,2.408526397,False
Toni Dunn,Toni,Dunn,168.373362,True
Eric Dunn,Eric,Dunn,211.8975891,True
David Jackson,David,Jackson,169.3550529,True
Melanie Gates,Melanie,Gates,94.66629008,False
Heather Pierce,Heather,Pierce,17.41061969,False
Jordan Lewis,Jordan,Lewis,153.0146174,True
Michele Johnson,Michele,Johnson,255.7149801,True
Samantha Ryan,Samantha,Ryan,249.4925261,True
Christopher Hudson,Christopher,Hudson,201.9997518,True
Zachary Williams,Zachary,Williams,106.5992164,True
Donna Davis,Donna,Davis,66.72879991,False
Jordan Erickson,Jordan,Erickson,237.7720748,True
Christopher Nolan,Christopher,Nolan,88.7427826,False
Evelyn Hanna,Evelyn,Hanna,11.36458787,False
Jason Johnson,Jason,Johnson,250.2314702,True
Barbara Caldwell,Barbara,Caldwell,224.7115849,True
Ronald Huff,Ronald,Huff,7.220543464,False
Holly Norris,Holly,Norris,216.2305109,True
Derrick Carter,Derrick,Carter,11.83791299,False
Kenneth Golden,Kenneth,Golden,285.8508169,True
Grace Edwards,Grace,Edwards,70.08655795,False
Jonathan Rios,Jonathan,Rios,57.71259736,False
Mackenzie Miller,Mackenzie,Miller,265.5941732,True
Tammy Taylor,Tammy,Taylor,138.8559857,True
Reginald King,Reginald,King,207.3305606,True
Matthew Fletcher,Matthew,Fletcher,130.5591612,True
Elizabeth Jordan,Elizabeth,Jordan,177.7124355,True
Sally Santiago,Sally,Santiago,45.11902986,False
James Johnson,James,Johnson,12.89573538,False
Jason Saunders,Jason,Saunders,242.8437386,True
Carol Hernandez,Carol,Hernandez,4.624370641,False
Kendra Dawson,Kendra,Dawson,291.5212704,True
James Hess DDS,James,Hess DDS,58.42698092,False
Michael Stokes,Michael,Stokes,25.51886602,False
Jeffrey Martinez,Jeffrey,Martinez,147.6903791,True
Joseph Bell,Joseph,Bell,102.9874282,True
Pamela Black,Pamela,Black,140.719389,True
Robert Jordan,Robert,Jordan,100.4711011,True
Kathy Baker,Kathy,Baker,263.5511899,True
Brian Bailey,Brian,Bailey,115.3628316,True
Mitchell Clark,Mitchell,Clark,190.2857937,True
Kelly Mcintyre,Kelly,Mcintyre,168.7344269,True
Susan Ali,Susan,Ali,260.5821259,True
Latoya Gonzales,Latoya,Gonzales,205.0424222,True
Olivia Mayo,Olivia,Mayo,251.5393163,True
Thomas Anderson,Thomas,Anderson,221.0320214,True
Todd Jennings,Todd,Jennings,182.3938507,True
Paul Dixon,Paul,Dixon,22.25760841,False
Julie Torres,Julie,Torres,130.6787559,True
James Miller,James,Miller,202.2296492,True
John Howard,John,Howard,80.73869922,False
Anne Savage,Anne,Savage,134.0405497,True
Richard Wilson,Richard,Wilson,226.8917134,True
Amber Esparza,Amber,Esparza,187.5777824,True
